"region","year","chinook","chum","coho","pink","sockeye"
"PWS",1962,2,892,32,6742,54
"PWS",1963,2,943,49,5295,60
"PWS",1964,0,539,31,4207,67
"PWS",1965,1,201,45,2460,116
"PWS",1966,1,427,24,2699,100
"PWS",1967,4,274,41,2626,46
"PWS",1968,2,343,12,2452,122
"PWS",1969,3,321,8,4829,285
"PWS",1970,1,231,12,2810,104
"PWS",1971,4,574,32,7311,88
"PWS",1972,1,45,3,55,198
"PWS",1973,2,730,2,2057,125
"PWS",1974,2,89,1,449,130
"PWS",1975,3,100,6,4453,190
"PWS",1976,1,370,6,3019,113
"PWS",1977,1,573,1,4512,310
"PWS",1978,1,485,1,2914,222
"PWS",1979,2,326,7,15630,150
"PWS",1980,0,482,3,14157,190
"PWS",1981,0,1879,4,20524,251
"PWS",1982,0,1334,30,20368,1055
"PWS",1983,1,1042,10,13972,102
"PWS",1984,1,1238,29,21561,336
"PWS",1985,1,1282,18,25110,496
"PWS",1986,1,1687,14,11408,489
"PWS",1987,1,1940,48,29337,545
"PWS",1988,1,1840,76,11829,184
"PWS",1989,1,996,203,21860,138
"PWS",1990,0,960,234,44163,58
"PWS",1991,0,332,145,37134,508
"PWS",1992,1,329,202,8635,781
"PWS",1993,2,1173,48,5751,419
"PWS",1994,1,1039,122,36874,334
"PWS",1995,1,702,140,16045,230
"PWS",1996,1,2078,172,26042,606
"PWS",1997,1,2225,64,25828,1167
"SOP",1908,0,0,0,0,69
"SOP",1909,0,0,7,0,108
"SOP",1910,0,0,6,0,46
"SOP",1911,0,83,12,25,241
"SOP",1912,0,195,27,40,334
"SOP",1913,2,7,0,0,300
"SOP",1914,1,221,10,311,629
"SOP",1915,5,333,16,120,368
"SOP",1916,7,509,34,576,731
"SOP",1917,6,415,5,72,1486
"SOP",1918,9,1501,16,2151,1014
"SOP",1919,10,921,56,80,619
"SOP",1920,8,934,48,2110,1142
"SOP",1921,1,85,1,47,831
"SOP",1922,7,349,2,757,3377
"SOP",1923,4,539,75,144,1827
"SOP",1924,4,1331,127,3931,1352
"SOP",1925,11,1117,127,382,820
"SOP",1926,9,1180,194,3720,3072
"SOP",1927,10,1300,125,1456,715
"SOP",1928,8,2416,97,901,972
"SOP",1929,11,2429,85,1794,936
"SOP",1930,11,1278,161,6095,935
"SOP",1931,11,1211,129,998,1863
"SOP",1932,17,817,112,3605,2977
"SOP",1933,13,1174,190,3109,1997
"SOP",1934,18,1940,247,6539,1372
"SOP",1935,14,2003,117,5386,978
"SOP",1936,14,2311,285,9471,3663
"SOP",1937,9,1507,74,9302,1558
"SOP",1938,6,1477,221,7169,772
"SOP",1939,17,1441,99,6005,1882
"SOP",1940,9,2326,184,7183,1040
"SOP",1941,13,1542,183,5347,1072
"SOP",1942,5,1321,123,6763,810
"SOP",1943,22,924,91,4360,2398
"SOP",1944,10,986,239,2654,539
"SOP",1945,21,949,116,3640,813
"SOP",1946,6,1220,151,1964,752
"SOP",1947,3,1219,56,2320,1137
"SOP",1948,1,1140,39,1684,286
"SOP",1949,4,561,19,1544,637
"SOP",1950,4,563,71,1614,1745
"SOP",1951,2,683,56,2845,264
"SOP",1952,9,1041,39,909,895
"SOP",1953,7,1465,48,2744,1039
"SOP",1954,4,1413,49,2033,636
"SOP",1955,5,688,45,2529,550
"SOP",1956,5,1619,62,2741,641
"SOP",1957,6,1281,50,913,342
"SOP",1958,1,841,71,1385,186
"SOP",1959,1,576,8,885,217
"SOP",1960,2,1071,3,1511,385
"SOP",1961,1,749,10,1728,457
"SOP",1962,3,823,16,1961,408
"SOP",1963,2,464,17,2303,204
"SOP",1964,2,751,14,2722,371
"SOP",1965,2,538,34,2859,880
"SOP",1966,1,485,6,302,606
"SOP",1967,2,239,3,78,297
"SOP",1968,1,325,31,1285,700
"SOP",1969,2,394,11,1204,922
"SOP",1970,2,991,33,1732,1779
"SOP",1971,2,1361,17,1425,716
"SOP",1972,1,732,8,78,557
"SOP",1973,0,293,7,58,330
"SOP",1974,1,72,9,101,197
"SOP",1975,0,131,0,61,244
"SOP",1976,2,533,0,2367,375
"SOP",1977,1,241,2,1436,312
"SOP",1978,1,515,56,5344,577
"SOP",1979,2,483,357,6565,1150
"SOP",1980,5,1353,274,7861,3613
"SOP",1981,11,1768,162,5033,2242
"SOP",1982,10,2272,256,6778,2346
"SOP",1983,27,1706,128,2828,2557
"SOP",1984,9,1655,311,11628,2318
"SOP",1985,7,1363,173,4431,2145
"SOP",1986,6,1787,236,4033,1225
"SOP",1987,9,1376,225,1209,1450
"SOP",1988,11,1909,506,7045,1474
"SOP",1989,7,994,444,7293,2661
"SOP",1990,17,1238,307,2866,2387
"SOP",1991,8,1589,317,10617,2320
"SOP",1992,8,1317,418,9770,3446
"SOP",1993,14,1048,220,9928,3689
"SOP",1994,10,2192,256,9180,2107
"SOP",1995,17,1728,264,16312,3016
"SOP",1996,6,795,293,2208,1543
"SOP",1997,8,628,116,2321,2282
"SSE",1886,0,0,0,0,5
"SSE",1887,0,0,0,0,155
"SSE",1888,0,0,16,0,224
"SSE",1889,0,0,11,92,182
"SSE",1890,0,0,42,0,251
"SSE",1891,0,0,24,0,274
"SSE",1892,0,0,11,8,207
"SSE",1893,0,0,1,187,189
"SSE",1894,0,0,5,529,253
"SSE",1895,3,0,8,606,408
"SSE",1896,4,0,192,996,989
"SSE",1897,5,7,161,2218,791
"SSE",1898,9,0,132,673,708
"SSE",1899,12,1,139,1545,797
"SSE",1900,0,2,84,2040,763
"SSE",1901,3,0,107,1049,264
"SSE",1902,4,0,34,1547,256
"SSE",1903,0,0,125,669,230
"SSE",1904,4,102,242,2381,1143
"SSE",1905,9,343,184,2060,1009
"SSE",1906,3,473,169,3859,981
"SSE",1907,17,437,180,8055,808
"SSE",1908,43,616,186,7120,731
"SSE",1909,34,249,128,6784,723
"SSE",1910,66,1121,235,6832,978
"SSE",1911,80,1141,355,15252,1032
"SSE",1912,152,2685,517,17141,808
"SSE",1913,191,1384,157,18098,392
"SSE",1914,133,3783,225,8433,826
"SSE",1915,119,2385,332,17992,781
"SSE",1916,39,2443,501,8608,596
"SSE",1917,115,3786,633,16706,657
"SSE",1918,122,2686,640,20021,789
"SSE",1919,121,4120,690,16789,1240
"SSE",1920,81,4344,272,9844,941
"SSE",1921,54,609,159,4631,329
"SSE",1922,79,2330,554,18494,673
"SSE",1923,140,2437,585,28786,1007
"SSE",1924,49,4375,482,19896,1065
"SSE",1925,106,4454,462,22660,682
"SSE",1926,63,2578,446,19268,832
"SSE",1927,69,620,241,2581,573
"SSE",1928,145,2830,907,18062,454
"SSE",1929,76,1032,850,13000,624
"SSE",1930,220,967,1285,21228,780
"SSE",1931,297,1671,722,13567,883
"SSE",1932,315,2724,484,14784,626
"SSE",1933,341,1650,692,15245,412
"SSE",1934,200,1068,1076,35204,456
"SSE",1935,36,2917,1198,22982,736
"SSE",1936,399,3726,1094,37428,1215
"SSE",1937,609,3042,867,20988,1056
"SSE",1938,485,2815,1359,20207,1072
"SSE",1939,152,1843,714,17453,1098
"SSE",1940,57,2192,1107,18493,851
"SSE",1941,93,1592,1563,37016,1008
"SSE",1942,378,3156,1414,19610,954
"SSE",1943,146,3136,1273,13165,533
"SSE",1944,152,3048,940,9949,823
"SSE",1945,257,1780,1989,16294,826
"SSE",1946,298,2402,1833,21318,402
"SSE",1947,319,2122,997,10681,250
"SSE",1948,266,3094,1324,12770,244
"SSE",1949,257,1953,1364,33981,221
"SSE",1950,187,3340,1031,7737,246
"SSE",1951,211,1807,1257,16393,281
"SSE",1952,263,2498,637,6335,457
"SSE",1953,204,1466,525,3798,606
"SSE",1954,169,988,615,6462,440
"SSE",1955,151,388,467,5248,234
"SSE",1956,107,1535,366,10076,337
"SSE",1957,121,1428,488,4683,501
"SSE",1958,138,1169,500,6460,541
"SSE",1959,150,523,354,3569,364
"SSE",1960,124,521,294,1542,211
"SSE",1961,100,1044,399,3875,212
"SSE",1962,73,971,642,11007,346
"SSE",1963,84,637,386,5145,299
"SSE",1964,118,1193,722,11259,466
"SSE",1965,102,289,593,5710,485
"SSE",1966,113,706,598,15650,445
"SSE",1967,108,290,169,642,580
"SSE",1968,110,1263,658,15201,309
"SSE",1969,95,69,120,1199,248
"SSE",1970,112,635,281,5371,185
"SSE",1971,125,703,428,6259,237
"SSE",1972,142,1030,821,9153,463
"SSE",1973,113,792,349,4559,422
"SSE",1974,152,685,640,4221,346
"SSE",1975,144,374,271,3333,115
"SSE",1976,104,509,295,5162,256
"SSE",1977,61,425,299,11298,650
"SSE",1978,96,649,697,18425,455
"SSE",1979,127,330,547,6990,552
"SSE",1980,84,833,529,12924,739
"SSE",1981,88,343,607,13525,713
"SSE",1982,106,814,800,12956,839
"SSE",1983,93,512,811,31462,935
"SSE",1984,68,1823,687,19677,638
"SSE",1985,74,1394,984,30708,1129
"SSE",1986,70,1845,1568,45019,904
"SSE",1987,66,1184,663,4631,540
"SSE",1988,78,2078,349,9055,888
"SSE",1989,84,1256,815,45763,1131
"SSE",1990,125,899,1259,26683,1276
"SSE",1991,120,1549,1307,43497,1328
"SSE",1992,88,2176,1302,19010,1797
"SSE",1993,98,2938,1331,39219,2313
"SSE",1994,56,3441,1735,21059,1704
"SSE",1995,32,4582,1093,41315,1353
"SSE",1996,24,5605,1173,53676,2110
"SSE",1997,38,5348,540,15298,2012
"YAK",1902,0,0,12,35,53
"YAK",1903,0,0,0,0,0
"YAK",1904,0,0,97,111,142
"YAK",1905,0,0,50,45,267
"YAK",1906,0,0,81,63,297
"YAK",1907,0,0,101,54,331
"YAK",1908,7,0,46,54,431
"YAK",1909,0,0,68,18,483
"YAK",1910,2,2,164,42,465
"YAK",1911,0,14,158,181,508
"YAK",1912,5,6,127,32,638
"YAK",1913,4,0,112,45,562
"YAK",1914,12,0,116,6,544
"YAK",1915,9,0,157,157,433
"YAK",1916,1,0,127,41,435
"YAK",1917,17,0,189,93,493
"YAK",1918,13,0,225,116,454
"YAK",1919,13,0,244,24,494
"YAK",1920,24,0,211,44,486
"YAK",1921,13,0,198,35,513
"YAK",1922,9,0,180,73,377
"YAK",1923,16,6,190,294,360
"YAK",1924,20,0,155,311,395
"YAK",1925,20,2,148,104,201
"YAK",1926,19,4,144,246,207
"YAK",1927,10,1,292,100,242
"YAK",1928,0,0,0,0,0
"YAK",1929,0,0,0,0,0
"YAK",1930,83,0,84,72,313
"YAK",1931,0,0,0,0,280
"YAK",1932,0,0,0,0,0
"YAK",1933,13,3,133,118,157
"YAK",1934,18,3,238,108,355
"YAK",1935,8,2,146,88,407
"YAK",1936,4,1,207,169,248
"YAK",1937,7,4,178,127,228
"YAK",1938,7,1,201,129,375
"YAK",1939,7,0,84,41,326
"YAK",1940,2,1,230,108,171
"YAK",1941,5,5,341,67,243
"YAK",1942,0,0,185,58,158
"YAK",1943,1,0,107,29,138
"YAK",1944,3,0,91,64,183
"YAK",1945,11,4,173,15,233
"YAK",1946,9,1,123,62,116
"YAK",1947,8,3,75,25,129
"YAK",1948,9,7,106,100,82
"YAK",1949,1,0,45,18,78
"YAK",1950,0,0,0,0,0
"YAK",1951,1,5,128,35,148
"YAK",1952,2,13,188,37,110
"YAK",1953,2,16,151,9,112
"YAK",1954,2,16,267,40,127
"YAK",1955,4,24,202,26,111
"YAK",1956,6,24,130,17,108
"YAK",1957,4,32,63,16,111
"YAK",1958,1,18,99,62,42
"YAK",1959,1,37,139,13,77
"YAK",1960,1,12,121,14,48
"YAK",1961,3,12,130,65,83
"YAK",1962,3,18,190,28,81
"YAK",1963,1,11,146,79,53
"YAK",1964,2,6,170,40,92
"YAK",1965,1,4,125,4,123
"YAK",1966,2,260,67,3,185
"YAK",1967,2,4,120,33,88
"YAK",1968,4,14,122,2,81
"YAK",1969,5,15,60,64,118
"YAK",1970,10,7,39,4,112
"YAK",1971,10,5,41,81,129
"YAK",1972,6,8,56,3,132
"YAK",1973,4,9,43,17,128
"YAK",1974,8,4,79,4,82
"YAK",1975,6,4,38,80,73
"YAK",1976,6,7,52,29,131
"YAK",1977,38,9,100,78,186
"YAK",1978,41,7,209,36,131
"YAK",1979,24,8,123,154,165
"YAK",1980,31,20,137,144,160
"YAK",1981,17,11,166,138,149
"YAK",1982,20,6,237,12,213
"YAK",1983,5,11,101,26,153
"YAK",1984,10,32,261,21,103
"YAK",1985,10,13,402,26,235
"YAK",1986,12,18,248,9,151
"YAK",1987,10,15,208,14,260
"YAK",1988,7,30,260,122,162
"YAK",1989,6,17,311,61,330
"YAK",1990,11,6,284,32,345
"YAK",1991,9,3,221,5,230
"YAK",1992,4,8,479,21,315
"YAK",1993,17,6,509,13,347
"YAK",1994,9,5,761,14,208
"YAK",1995,12,3,536,55,154
"YAK",1996,10,3,492,32,209
"YAK",1997,7,1,401,95,111
"YUK",1918,12,74,26,26,0
"YUK",1919,105,328,37,37,0
"YUK",1920,58,156,0,0,0
"YUK",1921,70,111,1,1,0
"YUK",1922,17,0,0,0,0
"YUK",1923,13,0,0,0,0
"YUK",1924,27,0,0,0,0
"YUK",1925,0,0,0,0,0
"YUK",1926,0,0,0,0,0
"YUK",1927,0,0,0,0,0
"YUK",1928,0,0,0,0,0
"YUK",1929,0,0,0,0,0
"YUK",1930,0,0,0,0,0
"YUK",1931,0,0,0,0,0
"YUK",1932,5,0,0,0,0
"YUK",1933,9,0,0,0,0
"YUK",1934,25,0,0,0,0
"YUK",1935,7,0,0,0,0
"YUK",1936,21,0,0,0,0
"YUK",1937,6,0,0,0,0
"YUK",1938,14,0,0,0,0
"YUK",1939,10,0,0,0,0
"YUK",1940,18,0,0,0,0
"YUK",1941,30,0,0,0,0
"YUK",1942,22,0,0,0,0
"YUK",1943,28,0,0,0,0
"YUK",1944,14,0,0,0,0
"YUK",1945,20,0,0,0,0
"YUK",1946,23,0,0,0,0
"YUK",1947,54,0,0,0,0
"YUK",1948,34,0,0,0,0
"YUK",1949,36,0,0,0,0
"YUK",1950,42,0,0,0,0
"YUK",1951,56,0,0,0,0
"YUK",1952,39,0,11,11,0
"YUK",1953,59,6,0,0,0
"YUK",1954,65,14,0,0,0
"YUK",1955,56,0,0,0,0
"YUK",1956,62,11,0,0,0
"YUK",1957,64,0,0,0,0
"YUK",1958,64,0,0,0,0
"YUK",1959,78,0,0,0,0
"YUK",1960,68,0,0,0,0
"YUK",1961,120,42,3,3,0
"YUK",1962,95,54,23,23,0
"YUK",1963,117,0,6,6,0
"YUK",1964,94,8,2,2,0
"YUK",1965,118,23,1,1,0
"YUK",1966,93,71,19,19,0
"YUK",1967,129,49,11,11,0
"YUK",1968,107,67,13,13,0
"YUK",1969,134,201,97,97,0
"YUK",1970,117,348,50,50,1
"YUK",1971,148,359,17,0,3
"YUK",1972,93,288,22,0,0
"YUK",1973,75,518,37,0,0
"YUK",1974,98,868,16,0,0
"YUK",1975,64,985,3,0,0
"YUK",1976,88,757,5,0,0
"YUK",1977,96,792,39,0,0
"YUK",1978,99,1286,26,0,0
"YUK",1979,128,1139,17,0,0
"YUK",1980,154,1222,9,0,0
"YUK",1981,158,1473,24,0,0
"YUK",1982,124,686,37,0,0
"YUK",1983,106,966,13,0,0
"YUK",1984,120,797,82,0,0
"YUK",1985,144,761,57,0,0
"YUK",1986,100,861,47,0,0
"YUK",1987,132,442,0,0,0
"YUK",1988,101,1310,98,1,0
"YUK",1989,102,1253,85,0,0
"YUK",1990,96,444,44,1,0
"YUK",1991,102,586,106,0,0
"YUK",1992,120,351,8,0,0
"YUK",1993,96,98,0,0,0
"YUK",1994,115,97,6,0,0
"YUK",1995,92,249,54,0,0
"YUK",1996,112,153,35,0,0
